Distance_m,Elevation_mm
0.0,0.9934283060224653
0.05,-0.17355470767048342
0.1,1.5013216783979315
0.15000000000000002,3.3549686483800665
0.2,-0.056443041407831795
0.25,0.04653181939895684
0.30000000000000004,3.7761574565795026
0.35000000000000003,2.2555082580583
0.4,-0.11542530027453168
0.45,2.011502744960535
0.5,0.10237779050000229
0.55,0.20055233849111953
0.6000000000000001,1.7187000298396105
0.65,-2.489059568055705
0.7000000000000001,-2.0096506921848962
0.75,0.4182494083039221
0.8,-0.38024601032170047
0.8500000000000001,2.3764517580239626
0.9,0.03439573470238022
0.9500000000000001,-0.871733959761043
1.0,4.986540138463332
1.05,1.7059955967968894
1.1,2.3948434853642393
1.1500000000000001,-0.48754029264932575
1.2000000000000002,1.375286607597444
1.25,2.7879170366728485
1.3,0.3660251806822372
1.35,3.521266385508242
1.4000000000000001,1.670365378183313
1.4500000000000002,2.389938928134713
1.5,1.871505001860995
1.55,6.880971395190371
1.6,3.250819254248094
1.6500000000000001,1.263689281729783
1.7000000000000002,5.125394043155997
1.75,1.1397025312209763
1.8,4.100092060430574
1.85,-0.13611401213880692
1.9000000000000001,1.2275987327531026
1.9500000000000002,4.378318035758715
2.0,5.562030509991379
2.0500000000000003,4.528209670127496
2.1,4.054423197163529
2.15,3.7836268516310847
2.2,1.5287695055382722
2.25,3.145966017273901
2.3000000000000003,3.7640764919410277
2.35,6.899153691861481
2.4000000000000004,5.571553589856945
2.45,1.4574940033309822
2.5,5.730846060998403
2.5500000000000003,4.411460853719184
2.6,3.9265691765764332
2.6500000000000004,6.60239098076027
2.7,7.539497137160334
2.75,7.438349489750836
2.8000000000000003,3.995473848986056
2.85,5.153429293877547
2.9000000000000004,6.532148593941797
2.95,7.918299243134878
3.0,5.10626438770169
3.0500000000000003,5.790512453736549
3.1,4.046188732320264
3.1500000000000004,3.963281503590541
3.2,8.07738734292036
3.25,9.261258661801952
3.3000000000000003,6.501000321866972
3.35,8.74812447733567
3.4000000000000004,7.5601621153956415
3.45,5.642272327005346
3.5,7.750712334252093
3.5500000000000003,10.199188197347848
3.6,7.1464387288345375
3.6500000000000004,10.442132819437571
3.7,2.167886124643217
3.75,9.145485466589028
3.8000000000000003,7.769849204801523
3.85,7.0915826586616655
3.9000000000000004,7.966726089987159
3.95,3.901435986445242
4.0,7.530358645663437
4.05,8.77681273288292
4.1000000000000005,11.111014656995684
4.15,7.211076174604006
4.2,6.722767782508831
4.25,7.4281248900774965
4.3,10.354070102609285
4.3500000000000005,9.272135177702268
4.4,7.646217154584147
4.45,9.823111867216213
4.5,9.081303707624306
4.55,10.914739712397331
4.6000000000000005,7.663371537419623
4.65,8.501905665925001
4.7,8.462487507369902
4.75,6.408866784825587
4.800000000000001,10.01704652001116
4.8500000000000005,10.035539628894606
4.9,9.61199037909534
4.95,9.220632284066735
5.0,6.946814309015696
5.050000000000001,9.023718013300554
5.1000000000000005,9.266733593696877
5.15,8.43446064999237
5.2,9.802992424994056
5.25,11.019907837472184
5.300000000000001,14.070111347914986
5.3500000000000005,10.732517282638605
5.4,10.983770796719838
5.45,10.404770359241734
5.5,6.800793336753266
5.550000000000001,10.66966059158074
5.6000000000000005,10.927177947208564
5.65,15.816905171828296
5.7,10.58907431036907
5.75,11.659935744065288
5.800000000000001,11.070129532788016
5.8500000000000005,8.884573884220588
5.9,13.589615045621239
5.95,12.889535218754435
6.0,13.049090788175416
6.050000000000001,9.72926546795454
6.1000000000000005,14.434295979105
6.15,8.90532347581193
6.2,12.962707080721449
6.25,16.24951828204813
6.300000000000001,9.966793176105886
6.3500000000000005,10.894171649898386
6.4,12.304611452185114
6.45,11.176537215518584
6.5,9.159977526243221
6.550000000000001,12.475880155012552
6.6000000000000005,10.2912284524463
6.65,13.43973219385323
6.7,10.730038031424943
6.75,15.744720144111291
6.800000000000001,11.15393321860301
6.8500000000000005,12.151526859196156
6.9,14.497514033986066
6.95,10.483198309637999
7.0,13.473909823124684
7.050000000000001,15.70695219087258
7.1000000000000005,9.950988723763622
7.15,13.608121284377152
7.2,13.83112549227696
7.25,14.947118060644755
7.300000000000001,10.98128751697174
7.3500000000000005,10.885594690768944
7.4,14.641310548029594
7.45,14.261914966752107
7.5,14.239046427060464
7.550000000000001,14.500667370050197
7.6000000000000005,12.517025084323812
7.65,14.410477100287792
7.7,14.600599700692172
7.75,12.65382512072728
7.800000000000001,17.88173663861922
7.8500000000000005,15.165097894338636
7.9,11.901652608230794
7.95,15.663775838854377
8.0,12.467294141464425
8.05,16.056393781391783
8.1,16.86455946362295
8.15,12.970722466223396
8.200000000000001,16.603131668162433
8.25,15.565805541499918
8.3,16.44779873657926
8.35,18.66026805976042
8.4,14.438477005238676
8.450000000000001,13.483918050480515
8.5,13.274063213538824
8.55,13.482736318890307
8.6,15.020979997618484
8.65,15.917874212873762
8.700000000000001,15.848897653905816
8.75,17.009385935098546
8.8,15.440082855473625
8.85,18.379761795390475
8.9,15.001548179050669
8.950000000000001,21.02892073739304
9.0,16.89718875057619
9.05,13.988360441910913
9.1,13.617260682759662
9.15,16.779908052424798
9.200000000000001,15.423501426682796
9.25,17.353436825662712
9.3,16.92646384295481
9.35,15.888426311515156
9.4,14.394133920021684
9.450000000000001,13.111204711189824
9.5,15.300586573855888
9.55,17.958669844266474
9.600000000000001,16.72585294814704
9.65,13.857517519099385
9.700000000000001,16.746221962294573
9.75,17.2208943459773
9.8,14.7324776757265
9.850000000000001,16.857108270562332
9.9,16.71507263775015
9.950000000000001,14.361242481228492
10.0,17.410815529181328
10.05,17.864396589644926
10.100000000000001,18.956044909350346
10.15,18.944188751267554
10.200000000000001,14.127414673652506
10.25,15.052797849990574
10.3,18.003737981765024
10.350000000000001,18.04598312305526
10.4,18.092773902883472
10.450000000000001,24.81193165431825
10.5,18.291561989127164
10.55,19.463746032903423
10.600000000000001,19.142972912269183
10.65,18.579626746255972
10.700000000000001,16.687700235856358
10.75,18.8770906881007
10.8,15.853933817711537
10.850000000000001,16.965896967756365
10.9,16.50827443177013
10.950000000000001,17.68173406099492
11.0,22.18580359573013
11.05,13.859972719407015
11.100000000000001,19.004555646196557
11.15,14.443650779109003
11.200000000000001,16.761780737605957
11.25,19.91962191888749
11.3,17.905870963347265
11.350000000000001,15.65692517025374
11.4,16.416424385573176
11.450000000000001,19.24035735319794
11.5,16.454071332573267
11.55,18.38087694144169
11.600000000000001,18.071770790052874
11.65,16.70960572076111
11.700000000000001,22.332385654127624
11.75,19.343538149361216
11.8,14.056128966315516
11.850000000000001,18.509548065586426
11.9,16.842802940227273
11.950000000000001,19.900490006088045
12.0,16.639340275011115
12.05,18.023178168517095
12.100000000000001,19.290405748623435
12.15,20.03923253318416
12.200000000000001,15.933931095092854
12.25,17.691834027135382
12.3,17.436769326284086
12.350000000000001,17.105335848182094
12.4,21.967748148128834
12.450000000000001,19.27115952762137
12.5,15.963295833225787
12.55,20.344166604200748
12.600000000000001,22.775645557994054
12.65,20.618665798042148
12.700000000000001,15.536909310214195
12.75,17.628607126585777
12.8,21.151835898365192
12.850000000000001,17.223125546007193
12.9,19.54606703208344
12.950000000000001,20.227173093790583
13.0,16.84303427837298
13.05,18.59634849785341
13.100000000000001,12.250882622035931
13.15,16.70217458482515
13.200000000000001,18.262860991967557
13.25,16.288993628256
13.3,22.065460995264818
13.350000000000001,15.955950171440648
13.4,17.951255104947514
13.450000000000001,19.107453480466496
13.5,21.74266475295035
13.55,16.002057846758767
13.600000000000001,21.213292296277046
13.65,18.9201327877111
13.700000000000001,16.9488710495333
13.75,19.847837398814274
13.8,19.33301297225379
13.850000000000001,17.7452446281969
13.9,19.095589681844384
13.950000000000001,18.195188451668642
14.0,19.202204168673635
14.05,20.308309073108564
14.100000000000001,22.164484747979714
14.15,16.524749406694355
14.200000000000001,23.2739031093158
14.25,15.110644172170751
14.3,18.71776125502707
14.350000000000001,20.204006620233574
14.4,19.594926637247504
14.450000000000001,17.792645351456322
14.5,18.62643305531414
14.55,18.060841426347142
14.600000000000001,17.87181301344611
14.65,20.75298038058767
14.700000000000001,19.770576198858375
14.75,17.67303142965647
14.8,20.859893106862582
14.850000000000001,19.676673483786043
14.9,20.688719141503228
14.950000000000001,20.32271346858498
15.0,17.405468124055574
15.05,17.942640985749723
15.100000000000001,20.55667885218825
15.15,20.281465518208623
